package	op	type	time	size	rows	cols
data.table	filter	real	0.11286242515780032	1666833417	14776615	11
data.table	aggregate	real	0.3578840240370482	1666833417	14776615	11
readr	setup	real	0.36644965899176896	1666833417	14776615	11
readr	read	real	31.489558889064938	1666833417	14776615	11
readr	print	real	0.08560360199771821	1666833417	14776615	11
readr	head	real	1.8396391533315182e-4	1666833417	14776615	11
readr	tail	real	2.2127991542220116e-4	1666833417	14776615	11
readr	sample	real	0.001408612821251154	1666833417	14776615	11
readr	filter	real	0.19323964416980743	1666833417	14776615	11
readr	aggregate	real	0.7730428939685225	1666833417	14776615	11
read.delim	setup	real	4.20096330344677e-6	1666833417	14776615	11
read.delim	read	real	77.6176047869958	1666833417	14776615	11
read.delim	print	real	0.005621991818770766	1666833417	14776615	11
read.delim	head	real	1.4067604206502438e-4	1666833417	14776615	11
read.delim	tail	real	1.9886204972863197e-4	1666833417	14776615	11
read.delim	sample	real	2.5372882373631e-4	1666833417	14776615	11
read.delim	filter	real	0.3441559369675815	1666833417	14776615	11
read.delim	aggregate	real	0.7565938751213253	1666833417	14776615	11
